Timestamp,State_Name,Region,Electricity_Category,Hourly_Load_MW,Power_Consumption_kWh,Electricity_Generation_MW,Temperature_C,Humidity_Percent,Wind_Speed_kmph,Cloud_Cover_Percent,Solar_Radiation_Wm2,Weather_Condition,Consumer_ID,Smart_Meter_Reading,Load_Type,Tariff_Type,Predicted_Load_MW,Load_Consumption_Ratio,Temperature_Load_Interaction,Peak_Load_Index
2021-01-02 00:00:00, Delhi , South , Commercial ,4029.72,693.17,5125.84,31.14,32.27,10.64,33.3,528.12, Rainy , CUST_100024 ,165.0, Peak , Commercial ,8752.78,0.13520414134242534,125485.48079999999,0.8608033170119963
2021-01-02 01:00:00, Delhi , East , Industrial ,7303.29,198.43,2853.12,36.58,61.41,14.66,91.43,293.88, Stormy , CUST_100025 ,403.18, Off-Peak , Industrial ,4211.27,0.06952405645172594,267154.3482,1.5600826501842666
2021-01-02 02:00:00, Maharashtra , East , Industrial ,2907.93,244.92,4985.43,23.47,81.19,8.92,6.31,180.45, Rainy , CUST_100026 ,312.98, Normal , Commercial ,2525.43,0.04911730436404401,68249.11709999999,0.6211736273584006
2021-01-02 03:00:00, Tamil Nadu , North , Domestic ,8764.5,784.13,5529.8,20.84,66.75,15.5,89.97,391.66, Rainy , CUST_100027 ,414.21, Off-Peak , Residential ,4424.56,0.14177515006870614,182652.18,1.8722170949722665
2021-01-02 04:00:00, Karnataka , East , Domestic ,1296.3,381.74,4167.0,26.43,41.6,16.37,34.6,495.61, Rainy , CUST_100028 ,109.86, Peak , Commercial ,7839.29,0.09158829174664107,34261.208999999995,0.27690741288294246
2021-01-02 05:00:00, Kerala , West , Industrial ,7006.67,576.85,4080.48,34.93,88.01,23.02,8.43,149.43, Sunny , CUST_100029 ,168.78, Off-Peak , Industrial ,2797.74,0.1413335358742417,244742.9831,1.4967205605373188
2021-01-02 06:00:00, Gujarat , East , Commercial ,7750.57,150.85,6879.95,39.5,57.27,17.14,47.05,880.34, Rainy , CUST_100030 ,307.68, Peak , Commercial ,2256.54,0.021922844956001716,306147.515,1.6556277768017797
2021-01-02 07:00:00, Gujarat , North , Commercial ,7827.27,550.95,7261.52,28.6,82.76,11.86,39.55,778.34, Cloudy , CUST_100031 ,318.98, Peak , Industrial ,8520.25,0.07586209745377638,223859.92200000002,1.672011946028133
2021-01-02 08:00:00, Kerala , West , Domestic ,2129.96,634.73,2941.43,20.11,44.44,8.3,95.05,984.76, Cloudy , CUST_100032 ,338.3, Normal , Commercial ,1798.91,0.215716261729251,42833.4956,0.45498859302950867
2021-01-02 09:00:00, Tamil Nadu , East , Industrial ,8602.72,687.54,7494.48,37.52,34.93,9.58,29.21,266.65, Rainy , CUST_100033 ,455.37, Normal , Industrial ,3763.12,0.0917272809746674,322774.0544,1.837658673884399
2021-01-02 10:00:00, Kerala , East , Domestic ,3052.61,866.05,6862.82,29.61,57.36,8.53,81.2,992.23, Cloudy , CUST_100034 ,149.76, Off-Peak , Residential ,2426.47,0.12617609436144886,90387.7821,0.6520792545248777
2021-01-02 11:00:00, Gujarat , West , Industrial ,5167.1,979.46,8418.59,34.52,33.6,3.57,95.86,212.48, Rainy , CUST_100035 ,380.8, Off-Peak , Industrial ,1367.1,0.1163310802545017,178368.29200000002,1.103763243930766
2021-01-02 12:00:00, Karnataka , South , Industrial ,4234.79,168.53,6613.21,28.81,38.79,13.13,73.16,820.55, Cloudy , CUST_100036 ,466.68, Off-Peak , Commercial ,8515.43,0.025479989295773796,122004.2999,0.9046090742903308
2021-01-02 13:00:00, Delhi , North , Domestic ,2561.74,234.44,3653.24,24.26,35.47,24.9,56.29,805.63, Cloudy , CUST_100037 ,239.35, Off-Peak , Industrial ,4384.98,0.06415561101624415,62147.812399999995,0.5472227076130132
2021-01-02 14:00:00, Gujarat , West , Domestic ,2760.46,343.7,9382.75,39.3,81.05,17.36,36.1,444.3, Rainy , CUST_100038 ,372.91, Off-Peak , Commercial ,5382.54,0.03662714799520447,108486.078,0.5896720180258022
2021-01-02 15:00:00, Delhi , West , Domestic ,2208.94,918.51,8355.94,36.69,60.59,16.88,80.76,194.39, Stormy , CUST_100039 ,95.24, Peak , Industrial ,6265.65,0.10990984738432966,81046.0086,0.47185980144538064
2021-01-02 16:00:00, Karnataka , South , Commercial ,7990.15,117.69,1606.82,38.96,55.21,5.07,81.54,165.21, Stormy , CUST_100040 ,461.86, Off-Peak , Commercial ,1384.3,0.07319849236854872,311296.244,1.7068053421635752
2021-01-02 17:00:00, Maharashtra , South , Commercial ,2328.96,488.49,4645.06,34.92,31.06,14.61,57.58,953.08, Cloudy , CUST_100041 ,55.53, Off-Peak , Residential ,3241.8,0.1051406998618184,81327.2832,0.4974977152725894
2021-01-02 18:00:00, Kerala , South , Industrial ,1730.23,711.01,3776.54,35.55,86.09,20.54,1.95,438.56, Stormy , CUST_100042 ,286.57, Peak , Residential ,4159.65,0.18822037622367996,61509.676499999994,0.36960079687761593
2021-01-02 19:00:00, Kerala , North , Industrial ,1437.76,964.57,3226.62,28.48,76.61,4.64,0.16,393.18, Sunny , CUST_100043 ,474.65, Normal , Residential ,2073.99,0.29884868726801794,40947.404800000004,0.3071252040010641
2021-01-02 20:00:00, Gujarat , East , Industrial ,2231.81,577.05,3591.14,26.99,62.93,11.38,90.75,843.27, Cloudy , CUST_100044 ,140.26, Normal , Industrial ,2958.07,0.16064240257896406,60236.5519,0.4767451462981407
2021-01-02 21:00:00, Kerala , East , Domestic ,2661.54,734.45,8883.34,28.78,47.83,16.87,75.19,773.48, Rainy , CUST_100045 ,319.98, Normal , Residential ,2746.01,0.08266793031333786,76599.12120000001,0.5685413528384375
2021-01-02 22:00:00, Delhi , North , Domestic ,1080.42,861.08,1933.87,29.07,44.74,19.56,24.58,185.77, Sunny , CUST_100046 ,252.46, Normal , Industrial ,2640.44,0.4450324828024622,31407.809400000002,0.23079249172798635
2021-01-02 23:00:00, Gujarat , West , Domestic ,3952.93,735.41,5148.62,31.7,43.15,14.96,65.04,267.81, Sunny , CUST_100047 ,144.89, Normal , Commercial ,1476.6,0.1428085955856937,125307.881,0.8443999225544778
2021-01-03 00:00:00, Maharashtra , West , Commercial ,6730.25,695.62,6779.05,27.29,47.41,6.85,5.15,976.55, Stormy , CUST_100048 ,122.2, Off-Peak , Industrial ,4190.08,0.10259806343611035,183668.5225,1.4376734672185632
2021-01-03 01:00:00, Gujarat , East , Industrial ,3390.59,664.76,2827.09,28.38,81.76,11.52,75.29,948.38, Cloudy , CUST_100049 ,249.92, Normal , Residential ,1300.58,0.23505616865092693,96224.9442,0.7242764059606387
2021-01-03 02:00:00, Kerala , South , Industrial ,8638.51,103.02,4977.67,36.45,32.07,23.09,98.37,698.52, Stormy , CUST_100050 ,255.03, Normal , Industrial ,7220.86,0.020692273237631734,314873.68950000004,1.8453039074777653
2021-01-03 03:00:00, Delhi , West , Domestic ,2574.73,983.4,5876.5,39.96,62.59,11.2,81.8,929.06, Rainy , CUST_100051 ,219.17, Normal , Commercial ,6908.14,0.16731603572947681,102886.2108,0.5499975493111922
2021-01-03 04:00:00, Karnataka , West , Commercial ,7861.43,614.49,6839.21,21.09,42.6,11.44,94.11,947.64, Cloudy , CUST_100052 ,323.93, Off-Peak , Residential ,8414.86,0.08983496120733135,165797.5587,1.6793089893237294
2021-01-03 05:00:00, Gujarat , South , Commercial ,3654.29,699.8,6772.68,39.8,73.47,16.63,52.28,765.17, Cloudy , CUST_100053 ,331.51, Peak , Commercial ,5268.14,0.1033116415301579,145440.742,0.7806063332747109
2021-01-03 06:00:00, Kerala , South , Commercial ,4278.78,977.78,6552.17,39.71,40.58,2.42,95.21,779.78, Sunny , CUST_100054 ,380.96, Normal , Residential ,5861.22,0.1492071775949655,169910.35379999998,0.9140059400565274
2021-01-03 07:00:00, Maharashtra , East , Commercial ,2160.83,330.73,2777.09,39.61,60.4,12.37,74.35,147.68, Rainy , CUST_100055 ,463.62, Peak , Industrial ,7521.43,0.11904941884532179,85590.4763,0.4615828473191765
2021-01-03 08:00:00, Delhi , North , Domestic ,5613.06,881.96,5245.0,32.9,34.34,23.24,43.48,185.84, Stormy , CUST_100056 ,168.37, Normal , Residential ,1348.74,0.16812047274113612,184669.674,1.1990264004911895
2021-01-03 09:00:00, Karnataka , West , Industrial ,4367.15,976.76,1788.54,29.41,67.45,3.82,55.36,495.53, Cloudy , CUST_100057 ,166.36, Normal , Industrial ,4081.65,0.5458162432803961,128437.88149999999,0.9328829809239698
2021-01-03 10:00:00, Gujarat , South , Industrial ,5900.64,906.24,9123.64,36.55,41.48,18.75,59.35,497.05, Sunny , CUST_100058 ,169.72, Normal , Commercial ,5585.96,0.0993178908976135,215668.392,1.2604574224744316
2021-01-03 11:00:00, Gujarat , East , Industrial ,3780.08,245.8,9428.02,20.97,68.06,9.76,45.0,524.95, Sunny , CUST_100059 ,433.08, Normal , Residential ,4514.32,0.026068456743118584,79268.2776,0.8074767980332894
2021-01-03 12:00:00, Gujarat , East , Domestic ,1309.23,807.42,3740.52,32.3,63.8,21.9,28.02,709.91, Stormy , CUST_100060 ,420.12, Peak , Residential ,5477.16,0.2157999957236631,42288.12899999999,0.27966943776034464
2021-01-03 13:00:00, Tamil Nadu , South , Industrial ,5861.75,586.64,7295.68,24.17,76.5,17.81,38.93,854.78, Cloudy , CUST_100061 ,173.91, Off-Peak , Commercial ,6444.53,0.08039820850030424,141678.4975,1.2521499864742636
2021-01-03 14:00:00, Kerala , East , Domestic ,3093.9,150.76,3238.57,21.98,89.81,3.82,69.78,572.61, Stormy , CUST_100062 ,114.21, Peak , Industrial ,3684.28,0.046537040409684,68003.922,0.6608993633561179
2021-01-03 15:00:00, Maharashtra , North , Domestic ,1997.94,100.36,3526.59,27.49,56.08,10.77,55.33,791.65, Cloudy , CUST_100063 ,489.34, Peak , Commercial ,6794.25,0.028450018284437818,54923.3706,0.42678731504693823
2021-01-03 16:00:00, Delhi , North , Industrial ,8589.59,111.34,6790.04,21.04,65.44,20.93,23.01,653.5, Stormy , CUST_100064 ,233.9, Peak , Industrial ,3308.09,0.016395132409763452,180724.9736,1.8348539262710744
2021-01-03 17:00:00, Gujarat , East , Commercial ,2552.3,212.31,5320.16,22.48,73.78,4.5,70.44,131.29, Cloudy , CUST_100065 ,268.24, Off-Peak , Residential ,3175.59,0.039899194912387526,57375.704000000005,0.5452061944774621
2021-01-03 18:00:00, Kerala , East , Domestic ,2376.5,588.55,3591.18,30.73,44.12,2.7,24.67,975.56, Rainy , CUST_100066 ,287.96, Normal , Residential ,7460.44,0.16384201237131768,73029.845,0.5076529096014138
2021-01-03 19:00:00, Delhi , North , Industrial ,4123.63,107.29,3252.05,37.77,43.16,18.91,20.76,370.17, Rainy , CUST_100067 ,29.17, Normal , Commercial ,8694.92,0.03298135595825456,155749.5051,0.8808637776644974
2021-01-03 20:00:00, Maharashtra , North , Industrial ,5995.74,568.74,1703.7,35.94,71.03,24.38,61.77,877.16, Rainy , CUST_100068 ,317.48, Normal , Industrial ,8474.88,0.33363055083005805,215486.8956,1.2807720834056726
2021-01-03 21:00:00, Tamil Nadu , North , Industrial ,2824.59,564.27,6094.64,38.12,60.1,22.06,49.1,362.33, Cloudy , CUST_100069 ,230.0, Normal , Residential ,4543.42,0.09256944307734707,107673.3708,0.603371063299414
2021-01-03 22:00:00, Gujarat , South , Domestic ,2732.09,640.3,9078.03,29.87,68.87,17.3,4.35,701.89, Sunny , CUST_100070 ,430.51, Normal , Commercial ,2600.05,0.07052515522032639,81607.5283,0.583611797935168
2021-01-03 23:00:00, Karnataka , South , Domestic ,7121.66,653.47,2259.68,25.58,71.45,14.1,74.31,145.46, Cloudy , CUST_100071 ,391.49, Off-Peak , Industrial ,7749.29,0.2890590441813968,182172.06279999999,1.5212839975560717
2021-01-04 00:00:00, Maharashtra , South , Domestic ,4399.78,680.37,4804.08,39.96,80.64,6.57,30.34,425.43, Stormy , CUST_100072 ,208.27, Peak , Industrial ,1333.57,0.1415938964595803,175815.2088,0.9398531952897573
2021-01-04 01:00:00, Kerala , East , Domestic ,3732.24,117.28,4789.18,36.37,62.34,22.72,45.82,589.98, Sunny , CUST_100073 ,192.09, Peak , Industrial ,5328.89,0.024483422334860068,135741.56879999998,0.7972575196005809
2021-01-04 02:00:00, Karnataka , West , Commercial ,8817.38,911.85,9441.93,25.12,30.66,13.02,6.29,972.81, Sunny , CUST_100074 ,188.57, Normal , Industrial ,8178.12,0.09656430790019623,221492.5856,1.8835129863502267
2021-01-04 03:00:00, Gujarat , North , Industrial ,1972.13,624.25,6716.08,20.9,47.91,17.1,74.26,776.62, Cloudy , CUST_100075 ,421.21, Off-Peak , Residential ,7879.75,0.09293472758996468,41217.517,0.42127394597611456
2021-01-04 04:00:00, Karnataka , South , Industrial ,7282.15,507.99,7112.16,39.64,30.85,13.21,49.72,590.74, Sunny , CUST_100076 ,429.09, Normal , Residential ,8115.19,0.07141551715411998,288664.426,1.5555668569972376
2021-01-04 05:00:00, Gujarat , East , Domestic ,6175.76,245.45,1885.03,25.87,61.95,3.67,23.14,727.62, Stormy , CUST_100077 ,426.82, Normal , Industrial ,4718.9,0.13014109001447485,159766.9112,1.3192268180096896
2021-01-04 06:00:00, Delhi , West , Industrial ,7860.6,651.7,6858.58,36.47,44.83,19.49,36.17,243.32, Cloudy , CUST_100078 ,12.81, Normal , Industrial ,6638.25,0.09500581668265405,286676.082,1.6791316899696502
2021-01-04 07:00:00, Tamil Nadu , North , Commercial ,5017.97,973.69,7678.16,29.0,73.55,13.7,16.68,500.49, Cloudy , CUST_100079 ,191.51, Peak , Industrial ,2009.17,0.12679642044181916,145521.13,1.0719070358900091
2021-01-04 08:00:00, Gujarat , North , Industrial ,4951.13,780.1,8580.34,24.7,41.53,9.13,27.0,220.42, Rainy , CUST_100080 ,465.94, Normal , Residential ,3199.33,0.09090654839453978,122292.911,1.0576290975446447
2021-01-04 09:00:00, Karnataka , South , Domestic ,4536.85,503.19,7340.2,39.44,82.32,10.47,21.83,280.6, Sunny , CUST_100081 ,292.57, Peak , Industrial ,3471.35,0.0685432899253528,178933.364,0.9691332223543759
2021-01-04 10:00:00, Gujarat , North , Domestic ,1707.96,311.48,1231.3,34.11,35.36,12.89,70.88,365.5, Cloudy , CUST_100082 ,252.08, Off-Peak , Industrial ,1375.9,0.2527631258622089,58258.5156,0.3648436202326239
2021-01-04 11:00:00, Karnataka , West , Commercial ,6517.65,918.33,3481.74,25.07,39.18,6.56,79.14,890.05, Rainy , CUST_100083 ,37.12, Normal , Industrial ,5421.31,0.26368032066706104,163397.48549999998,1.392259198932739
2021-01-04 12:00:00, Delhi , East , Domestic ,3304.36,244.76,2571.21,26.98,76.58,17.83,60.33,996.23, Rainy , CUST_100084 ,219.98, Off-Peak , Industrial ,2747.23,0.09515552773684885,89151.6328,0.705856498367569
2021-01-04 13:00:00, Delhi , East , Domestic ,8266.08,431.73,5532.01,27.11,60.28,2.36,75.74,224.26, Sunny , CUST_100085 ,163.12, Off-Peak , Commercial ,7069.6,0.07802805344649658,224093.4288,1.7657477647793203
2021-01-04 14:00:00, Tamil Nadu , East , Industrial ,4269.24,333.77,2032.91,24.56,37.73,24.97,10.21,774.2, Sunny , CUST_100086 ,301.31, Normal , Commercial ,6523.54,0.16410263974315478,104852.53439999999,0.9119680655530148
2021-01-04 15:00:00, Karnataka , South , Domestic ,8054.97,513.87,3155.91,34.41,65.7,24.32,85.23,474.71, Cloudy , CUST_100087 ,187.71, Peak , Residential ,2117.27,0.1627762590634513,277171.51769999997,1.7206517808761206
2021-01-04 16:00:00, Maharashtra , South , Commercial ,2667.9,828.86,5007.29,37.94,65.18,2.75,65.39,683.09, Stormy , CUST_100088 ,153.7, Peak , Commercial ,1070.54,0.16549760497095817,101220.126,0.5698999358407792
2021-01-04 17:00:00, Gujarat , North , Domestic ,3757.57,359.94,3048.4,34.63,59.76,3.33,66.48,323.48, Sunny , CUST_100089 ,34.89, Normal , Industrial ,2895.27,0.1180363350167246,130124.64910000001,0.8026683541051902
2021-01-04 18:00:00, Kerala , North , Commercial ,3257.17,806.01,7354.02,34.37,65.11,23.21,40.95,908.87, Rainy , CUST_100090 ,157.77, Peak , Industrial ,6459.04,0.10958637773928555,111948.9329,0.6957760688266094
